beachName,siteName,collectionDate,eColi
Cherry Beach,Cherry Beach site 5,2008-07-26,10
Cherry Beach,Cherry Beach site 1,2008-07-27,20
Cherry Beach,Cherry Beach site 2,2008-07-27,20
Cherry Beach,Cherry Beach site 3,2008-07-27,10
Cherry Beach,Cherry Beach site 4,2008-07-27,10
Cherry Beach,Cherry Beach site 5,2008-07-27,240
Cherry Beach,Cherry Beach site 1,2008-07-28,20
Cherry Beach,Cherry Beach site 2,2008-07-28,40
Cherry Beach,Cherry Beach site 3,2008-07-28,30
Cherry Beach,Cherry Beach site 4,2008-07-28,20
Cherry Beach,Cherry Beach site 5,2008-07-28,10
Cherry Beach,Cherry Beach site 1,2008-07-29,20
Cherry Beach,Cherry Beach site 2,2008-07-29,10
Cherry Beach,Cherry Beach site 3,2008-07-29,10
Cherry Beach,Cherry Beach site 4,2008-07-29,10
Cherry Beach,Cherry Beach site 5,2008-07-29,120
Cherry Beach,Cherry Beach site 1,2008-07-30,10
Cherry Beach,Cherry Beach site 2,2008-07-30,50
Cherry Beach,Cherry Beach site 3,2008-07-30,10
Cherry Beach,Cherry Beach site 4,2008-07-30,10
Cherry Beach,Cherry Beach site 5,2008-07-30,10
Cherry Beach,Cherry Beach site 1,2008-07-31,30
Cherry Beach,Cherry Beach site 2,2008-07-31,10
Cherry Beach,Cherry Beach site 3,2008-07-31,70
Cherry Beach,Cherry Beach site 4,2008-07-31,70
Cherry Beach,Cherry Beach site 5,2008-07-31,230
Cherry Beach,Cherry Beach site 1,2008-08-01,20
Cherry Beach,Cherry Beach site 2,2008-08-01,1450
Cherry Beach,Cherry Beach site 3,2008-08-01,60
Cherry Beach,Cherry Beach site 4,2008-08-01,100
Cherry Beach,Cherry Beach site 5,2008-08-01,70
Cherry Beach,Cherry Beach site 1,2008-08-02,160
Cherry Beach,Cherry Beach site 2,2008-08-02,380
Cherry Beach,Cherry Beach site 3,2008-08-02,120
Cherry Beach,Cherry Beach site 4,2008-08-02,60
Cherry Beach,Cherry Beach site 5,2008-08-02,10
Cherry Beach,Cherry Beach site 1,2008-08-03,770
Cherry Beach,Cherry Beach site 2,2008-08-03,10
Cherry Beach,Cherry Beach site 3,2008-08-03,30
Cherry Beach,Cherry Beach site 4,2008-08-03,40
Cherry Beach,Cherry Beach site 5,2008-08-03,170
Cherry Beach,Cherry Beach site 1,2008-08-04,100
Cherry Beach,Cherry Beach site 2,2008-08-04,80
Cherry Beach,Cherry Beach site 3,2008-08-04,150
Cherry Beach,Cherry Beach site 4,2008-08-04,80
Cherry Beach,Cherry Beach site 5,2008-08-04,270
Cherry Beach,Cherry Beach site 1,2008-08-05,20
Cherry Beach,Cherry Beach site 2,2008-08-05,120
Cherry Beach,Cherry Beach site 3,2008-08-05,60
Cherry Beach,Cherry Beach site 4,2008-08-05,80
Cherry Beach,Cherry Beach site 5,2008-08-05,1240
Cherry Beach,Cherry Beach site 1,2008-08-06,60
Cherry Beach,Cherry Beach site 2,2008-08-06,20
Cherry Beach,Cherry Beach site 3,2008-08-06,20
Cherry Beach,Cherry Beach site 4,2008-08-06,10
Cherry Beach,Cherry Beach site 5,2008-08-06,20
Cherry Beach,Cherry Beach site 1,2008-08-07,10
Cherry Beach,Cherry Beach site 2,2008-08-07,10
Cherry Beach,Cherry Beach site 3,2008-08-07,10
Cherry Beach,Cherry Beach site 4,2008-08-07,10
Cherry Beach,Cherry Beach site 5,2008-08-07,20
Cherry Beach,Cherry Beach site 1,2008-08-08,20
Cherry Beach,Cherry Beach site 2,2008-08-08,10
Cherry Beach,Cherry Beach site 3,2008-08-08,20
Cherry Beach,Cherry Beach site 4,2008-08-08,10
Cherry Beach,Cherry Beach site 5,2008-08-08,10
Cherry Beach,Cherry Beach site 1,2008-08-09,10
Cherry Beach,Cherry Beach site 2,2008-08-09,10
Cherry Beach,Cherry Beach site 3,2008-08-09,10
Cherry Beach,Cherry Beach site 4,2008-08-09,50
Cherry Beach,Cherry Beach site 5,2008-08-09,40
Cherry Beach,Cherry Beach site 1,2008-08-10,10
Cherry Beach,Cherry Beach site 2,2008-08-10,10
Cherry Beach,Cherry Beach site 3,2008-08-10,10
Cherry Beach,Cherry Beach site 4,2008-08-10,10
Cherry Beach,Cherry Beach site 5,2008-08-10,10
Cherry Beach,Cherry Beach site 1,2008-08-11,10
Cherry Beach,Cherry Beach site 2,2008-08-11,220
Cherry Beach,Cherry Beach site 3,2008-08-11,150
Cherry Beach,Cherry Beach site 4,2008-08-11,20
Cherry Beach,Cherry Beach site 5,2008-08-11,10
Cherry Beach,Cherry Beach site 1,2008-08-12,50
Cherry Beach,Cherry Beach site 2,2008-08-12,10
Cherry Beach,Cherry Beach site 3,2008-08-12,50
Cherry Beach,Cherry Beach site 4,2008-08-12,10
Cherry Beach,Cherry Beach site 5,2008-08-12,20
Cherry Beach,Cherry Beach site 1,2008-08-13,20
Cherry Beach,Cherry Beach site 2,2008-08-13,10
Cherry Beach,Cherry Beach site 3,2008-08-13,140
Cherry Beach,Cherry Beach site 4,2008-08-13,50
Cherry Beach,Cherry Beach site 5,2008-08-13,60
Cherry Beach,Cherry Beach site 1,2008-08-14,10
Cherry Beach,Cherry Beach site 2,2008-08-14,10
Cherry Beach,Cherry Beach site 3,2008-08-14,20
Cherry Beach,Cherry Beach site 4,2008-08-14,20
Cherry Beach,Cherry Beach site 5,2008-08-14,90
Cherry Beach,Cherry Beach site 1,2008-08-15,
Cherry Beach,Cherry Beach site 2,2008-08-15,
Cherry Beach,Cherry Beach site 3,2008-08-15,
Cherry Beach,Cherry Beach site 4,2008-08-15,
Cherry Beach,Cherry Beach site 5,2008-08-15,
Cherry Beach,Cherry Beach site 1,2008-08-16,140
Cherry Beach,Cherry Beach site 2,2008-08-16,10
Cherry Beach,Cherry Beach site 3,2008-08-16,10
Cherry Beach,Cherry Beach site 4,2008-08-16,40
Cherry Beach,Cherry Beach site 5,2008-08-16,10
Cherry Beach,Cherry Beach site 1,2008-08-17,10
Cherry Beach,Cherry Beach site 2,2008-08-17,10
Cherry Beach,Cherry Beach site 3,2008-08-17,10
Cherry Beach,Cherry Beach site 4,2008-08-17,20
Cherry Beach,Cherry Beach site 5,2008-08-17,10
Cherry Beach,Cherry Beach site 1,2008-08-18,10
Cherry Beach,Cherry Beach site 2,2008-08-18,10
Cherry Beach,Cherry Beach site 3,2008-08-18,10
Cherry Beach,Cherry Beach site 4,2008-08-18,250
Cherry Beach,Cherry Beach site 5,2008-08-18,10
Cherry Beach,Cherry Beach site 1,2008-08-19,40
Cherry Beach,Cherry Beach site 2,2008-08-19,40
Cherry Beach,Cherry Beach site 3,2008-08-19,10
Cherry Beach,Cherry Beach site 4,2008-08-19,10
Cherry Beach,Cherry Beach site 5,2008-08-19,10
Cherry Beach,Cherry Beach site 1,2008-08-20,10
Cherry Beach,Cherry Beach site 2,2008-08-20,10
Cherry Beach,Cherry Beach site 3,2008-08-20,70
Cherry Beach,Cherry Beach site 4,2008-08-20,30
Cherry Beach,Cherry Beach site 5,2008-08-20,10
Cherry Beach,Cherry Beach site 1,2008-08-21,10
Cherry Beach,Cherry Beach site 2,2008-08-21,10
Cherry Beach,Cherry Beach site 3,2008-08-21,10
Cherry Beach,Cherry Beach site 4,2008-08-21,10
Cherry Beach,Cherry Beach site 5,2008-08-21,10
Cherry Beach,Cherry Beach site 1,2008-08-22,10
Cherry Beach,Cherry Beach site 2,2008-08-22,30
Cherry Beach,Cherry Beach site 3,2008-08-22,10
Cherry Beach,Cherry Beach site 4,2008-08-22,10
Cherry Beach,Cherry Beach site 5,2008-08-22,20
Cherry Beach,Cherry Beach site 1,2008-08-23,10
Cherry Beach,Cherry Beach site 2,2008-08-23,10
Cherry Beach,Cherry Beach site 3,2008-08-23,110
Cherry Beach,Cherry Beach site 4,2008-08-23,30
Cherry Beach,Cherry Beach site 5,2008-08-23,30
Cherry Beach,Cherry Beach site 1,2008-08-24,60
Cherry Beach,Cherry Beach site 2,2008-08-24,90
Cherry Beach,Cherry Beach site 3,2008-08-24,20
Cherry Beach,Cherry Beach site 4,2008-08-24,40
Cherry Beach,Cherry Beach site 5,2008-08-24,10
Cherry Beach,Cherry Beach site 1,2008-08-25,10
Cherry Beach,Cherry Beach site 2,2008-08-25,40
Cherry Beach,Cherry Beach site 3,2008-08-25,20
Cherry Beach,Cherry Beach site 4,2008-08-25,120
Cherry Beach,Cherry Beach site 5,2008-08-25,10
Cherry Beach,Cherry Beach site 1,2008-08-26,40
Cherry Beach,Cherry Beach site 2,2008-08-26,20
Cherry Beach,Cherry Beach site 3,2008-08-26,10
Cherry Beach,Cherry Beach site 4,2008-08-26,10
Cherry Beach,Cherry Beach site 5,2008-08-26,10
Cherry Beach,Cherry Beach site 1,2008-08-27,10
Cherry Beach,Cherry Beach site 2,2008-08-27,40
Cherry Beach,Cherry Beach site 3,2008-08-27,10
Cherry Beach,Cherry Beach site 4,2008-08-27,10
Cherry Beach,Cherry Beach site 5,2008-08-27,10
Cherry Beach,Cherry Beach site 1,2008-08-28,10
Cherry Beach,Cherry Beach site 2,2008-08-28,10
Cherry Beach,Cherry Beach site 3,2008-08-28,10
Cherry Beach,Cherry Beach site 4,2008-08-28,10
Cherry Beach,Cherry Beach site 5,2008-08-28,10
Cherry Beach,Cherry Beach site 1,2008-08-29,50
Cherry Beach,Cherry Beach site 2,2008-08-29,10
Cherry Beach,Cherry Beach site 3,2008-08-29,30
Cherry Beach,Cherry Beach site 4,2008-08-29,70
Cherry Beach,Cherry Beach site 5,2008-08-29,10
Cherry Beach,Cherry Beach site 1,2008-08-30,10
Cherry Beach,Cherry Beach site 2,2008-08-30,10
Cherry Beach,Cherry Beach site 3,2008-08-30,40
Cherry Beach,Cherry Beach site 4,2008-08-30,50
Cherry Beach,Cherry Beach site 5,2008-08-30,10
Cherry Beach,Cherry Beach site 1,2008-08-31,
Cherry Beach,Cherry Beach site 2,2008-08-31,
Cherry Beach,Cherry Beach site 3,2008-08-31,
Cherry Beach,Cherry Beach site 4,2008-08-31,
Cherry Beach,Cherry Beach site 5,2008-08-31,
Cherry Beach,Cherry Beach site 1,2008-09-01,10
Cherry Beach,Cherry Beach site 2,2008-09-01,50
Cherry Beach,Cherry Beach site 3,2008-09-01,30
Cherry Beach,Cherry Beach site 4,2008-09-01,50
Cherry Beach,Cherry Beach site 5,2008-09-01,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-19,10
Woodbine Beaches,Woodbine Beaches site 2,2008-05-19,280
Woodbine Beaches,Woodbine Beaches site 3,2008-05-19,100
Woodbine Beaches,Woodbine Beaches site 4,2008-05-19,10
Woodbine Beaches,Woodbine Beaches site 5,2008-05-19,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-20,10
Woodbine Beaches,Woodbine Beaches site 2,2008-05-20,690
Woodbine Beaches,Woodbine Beaches site 3,2008-05-20,260
Woodbine Beaches,Woodbine Beaches site 4,2008-05-20,10
Woodbine Beaches,Woodbine Beaches site 5,2008-05-20,60
Woodbine Beaches,Woodbine Beaches site 1,2008-05-21,10
Woodbine Beaches,Woodbine Beaches site 2,2008-05-21,30
Woodbine Beaches,Woodbine Beaches site 3,2008-05-21,730
Woodbine Beaches,Woodbine Beaches site 4,2008-05-21,20
Woodbine Beaches,Woodbine Beaches site 5,2008-05-21,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-22,10
Woodbine Beaches,Woodbine Beaches site 2,2008-05-22,50
Woodbine Beaches,Woodbine Beaches site 3,2008-05-22,10
Woodbine Beaches,Woodbine Beaches site 4,2008-05-22,10
Woodbine Beaches,Woodbine Beaches site 5,2008-05-22,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-23,40
Woodbine Beaches,Woodbine Beaches site 2,2008-05-23,10
Woodbine Beaches,Woodbine Beaches site 3,2008-05-23,10
Woodbine Beaches,Woodbine Beaches site 4,2008-05-23,10
Woodbine Beaches,Woodbine Beaches site 5,2008-05-23,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-24,30
Woodbine Beaches,Woodbine Beaches site 2,2008-05-24,40
Woodbine Beaches,Woodbine Beaches site 3,2008-05-24,20
Woodbine Beaches,Woodbine Beaches site 4,2008-05-24,30
Woodbine Beaches,Woodbine Beaches site 5,2008-05-24,30
Woodbine Beaches,Woodbine Beaches site 1,2008-05-25,10
Woodbine Beaches,Woodbine Beaches site 2,2008-05-25,10
Woodbine Beaches,Woodbine Beaches site 3,2008-05-25,10
Woodbine Beaches,Woodbine Beaches site 4,2008-05-25,20
Woodbine Beaches,Woodbine Beaches site 5,2008-05-25,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-26,10
Woodbine Beaches,Woodbine Beaches site 2,2008-05-26,10
Woodbine Beaches,Woodbine Beaches site 3,2008-05-26,10
Woodbine Beaches,Woodbine Beaches site 4,2008-05-26,10
Woodbine Beaches,Woodbine Beaches site 5,2008-05-26,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-27,10
Woodbine Beaches,Woodbine Beaches site 2,2008-05-27,20
Woodbine Beaches,Woodbine Beaches site 3,2008-05-27,10
Woodbine Beaches,Woodbine Beaches site 4,2008-05-27,10
Woodbine Beaches,Woodbine Beaches site 5,2008-05-27,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-28,10
Woodbine Beaches,Woodbine Beaches site 2,2008-05-28,10
Woodbine Beaches,Woodbine Beaches site 3,2008-05-28,10
Woodbine Beaches,Woodbine Beaches site 4,2008-05-28,30
Woodbine Beaches,Woodbine Beaches site 5,2008-05-28,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-29,40
Woodbine Beaches,Woodbine Beaches site 2,2008-05-29,140
Woodbine Beaches,Woodbine Beaches site 3,2008-05-29,120
Woodbine Beaches,Woodbine Beaches site 4,2008-05-29,40
Woodbine Beaches,Woodbine Beaches site 5,2008-05-29,10
Woodbine Beaches,Woodbine Beaches site 1,2008-05-30,100
Woodbine Beaches,Woodbine Beaches site 2,2008-05-30,20
Woodbine Beaches,Woodbine Beaches site 3,2008-05-30,80
Woodbine Beaches,Woodbine Beaches site 4,2008-05-30,650
Woodbine Beaches,Woodbine Beaches site 5,2008-05-30,40
Woodbine Beaches,Woodbine Beaches site 1,2008-05-31,350
Woodbine Beaches,Woodbine Beaches site 2,2008-05-31,210
Woodbine Beaches,Woodbine Beaches site 3,2008-05-31,110
Woodbine Beaches,Woodbine Beaches site 4,2008-05-31,70
Woodbine Beaches,Woodbine Beaches site 5,2008-05-31,100
Woodbine Beaches,Woodbine Beaches site 1,2008-06-01,40
Woodbine Beaches,Woodbine Beaches site 2,2008-06-01,30
Woodbine Beaches,Woodbine Beaches site 3,2008-06-01,200
Woodbine Beaches,Woodbine Beaches site 4,2008-06-01,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-01,120
Woodbine Beaches,Woodbine Beaches site 1,2008-06-02,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-02,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-02,20
Woodbine Beaches,Woodbine Beaches site 4,2008-06-02,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-02,20
Woodbine Beaches,Woodbine Beaches site 1,2008-06-03,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-03,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-03,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-03,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-03,90
Woodbine Beaches,Woodbine Beaches site 1,2008-06-04,80
Woodbine Beaches,Woodbine Beaches site 2,2008-06-04,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-04,130
Woodbine Beaches,Woodbine Beaches site 4,2008-06-04,50
Woodbine Beaches,Woodbine Beaches site 5,2008-06-04,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-05,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-05,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-05,30
Woodbine Beaches,Woodbine Beaches site 4,2008-06-05,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-05,90
Woodbine Beaches,Woodbine Beaches site 1,2008-06-06,40
Woodbine Beaches,Woodbine Beaches site 2,2008-06-06,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-06,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-06,20
Woodbine Beaches,Woodbine Beaches site 5,2008-06-06,20
Woodbine Beaches,Woodbine Beaches site 1,2008-06-07,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-07,30
Woodbine Beaches,Woodbine Beaches site 3,2008-06-07,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-07,30
Woodbine Beaches,Woodbine Beaches site 5,2008-06-07,170
Woodbine Beaches,Woodbine Beaches site 1,2008-06-08,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-08,80
Woodbine Beaches,Woodbine Beaches site 3,2008-06-08,360
Woodbine Beaches,Woodbine Beaches site 4,2008-06-08,40
Woodbine Beaches,Woodbine Beaches site 5,2008-06-08,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-09,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-09,20
Woodbine Beaches,Woodbine Beaches site 3,2008-06-09,40
Woodbine Beaches,Woodbine Beaches site 4,2008-06-09,110
Woodbine Beaches,Woodbine Beaches site 5,2008-06-09,40
Woodbine Beaches,Woodbine Beaches site 1,2008-06-10,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-10,20
Woodbine Beaches,Woodbine Beaches site 3,2008-06-10,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-10,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-10,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-11,20
Woodbine Beaches,Woodbine Beaches site 2,2008-06-11,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-11,20
Woodbine Beaches,Woodbine Beaches site 4,2008-06-11,20
Woodbine Beaches,Woodbine Beaches site 5,2008-06-11,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-12,130
Woodbine Beaches,Woodbine Beaches site 2,2008-06-12,20
Woodbine Beaches,Woodbine Beaches site 3,2008-06-12,70
Woodbine Beaches,Woodbine Beaches site 4,2008-06-12,30
Woodbine Beaches,Woodbine Beaches site 5,2008-06-12,80
Woodbine Beaches,Woodbine Beaches site 1,2008-06-13,20
Woodbine Beaches,Woodbine Beaches site 2,2008-06-13,30
Woodbine Beaches,Woodbine Beaches site 3,2008-06-13,20
Woodbine Beaches,Woodbine Beaches site 4,2008-06-13,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-13,20
Woodbine Beaches,Woodbine Beaches site 1,2008-06-14,90
Woodbine Beaches,Woodbine Beaches site 2,2008-06-14,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-14,30
Woodbine Beaches,Woodbine Beaches site 4,2008-06-14,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-14,30
Woodbine Beaches,Woodbine Beaches site 1,2008-06-15,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-15,110
Woodbine Beaches,Woodbine Beaches site 3,2008-06-15,100
Woodbine Beaches,Woodbine Beaches site 4,2008-06-15,40
Woodbine Beaches,Woodbine Beaches site 5,2008-06-15,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-16,120
Woodbine Beaches,Woodbine Beaches site 2,2008-06-16,80
Woodbine Beaches,Woodbine Beaches site 3,2008-06-16,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-16,260
Woodbine Beaches,Woodbine Beaches site 5,2008-06-16,710
Woodbine Beaches,Woodbine Beaches site 1,2008-06-17,210
Woodbine Beaches,Woodbine Beaches site 2,2008-06-17,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-17,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-17,310
Woodbine Beaches,Woodbine Beaches site 5,2008-06-17,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-18,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-18,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-18,20
Woodbine Beaches,Woodbine Beaches site 4,2008-06-18,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-18,20
Woodbine Beaches,Woodbine Beaches site 1,2008-06-19,50
Woodbine Beaches,Woodbine Beaches site 2,2008-06-19,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-19,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-19,60
Woodbine Beaches,Woodbine Beaches site 5,2008-06-19,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-20,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-20,30
Woodbine Beaches,Woodbine Beaches site 3,2008-06-20,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-20,70
Woodbine Beaches,Woodbine Beaches site 5,2008-06-20,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-21,360
Woodbine Beaches,Woodbine Beaches site 2,2008-06-21,100
Woodbine Beaches,Woodbine Beaches site 3,2008-06-21,40
Woodbine Beaches,Woodbine Beaches site 4,2008-06-21,160
Woodbine Beaches,Woodbine Beaches site 5,2008-06-21,670
Woodbine Beaches,Woodbine Beaches site 1,2008-06-22,70
Woodbine Beaches,Woodbine Beaches site 2,2008-06-22,40
Woodbine Beaches,Woodbine Beaches site 3,2008-06-22,120
Woodbine Beaches,Woodbine Beaches site 4,2008-06-22,40
Woodbine Beaches,Woodbine Beaches site 5,2008-06-22,20
Woodbine Beaches,Woodbine Beaches site 1,2008-06-23,40
Woodbine Beaches,Woodbine Beaches site 2,2008-06-23,370
Woodbine Beaches,Woodbine Beaches site 3,2008-06-23,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-23,140
Woodbine Beaches,Woodbine Beaches site 5,2008-06-23,10
Woodbine Beaches,Woodbine Beaches site 1,2008-06-24,
Woodbine Beaches,Woodbine Beaches site 2,2008-06-24,
Woodbine Beaches,Woodbine Beaches site 3,2008-06-24,
Woodbine Beaches,Woodbine Beaches site 4,2008-06-24,
Woodbine Beaches,Woodbine Beaches site 5,2008-06-24,
Woodbine Beaches,Woodbine Beaches site 1,2008-06-25,150
Woodbine Beaches,Woodbine Beaches site 2,2008-06-25,110
Woodbine Beaches,Woodbine Beaches site 3,2008-06-25,270
Woodbine Beaches,Woodbine Beaches site 4,2008-06-25,50
Woodbine Beaches,Woodbine Beaches site 5,2008-06-25,80
Woodbine Beaches,Woodbine Beaches site 1,2008-06-26,40
Woodbine Beaches,Woodbine Beaches site 2,2008-06-26,290
Woodbine Beaches,Woodbine Beaches site 3,2008-06-26,70
Woodbine Beaches,Woodbine Beaches site 4,2008-06-26,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-26,750
Woodbine Beaches,Woodbine Beaches site 1,2008-06-27,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-27,40
Woodbine Beaches,Woodbine Beaches site 3,2008-06-27,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-27,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-27,40
Woodbine Beaches,Woodbine Beaches site 1,2008-06-28,130
Woodbine Beaches,Woodbine Beaches site 2,2008-06-28,10
Woodbine Beaches,Woodbine Beaches site 3,2008-06-28,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-28,200
Woodbine Beaches,Woodbine Beaches site 5,2008-06-28,410
Woodbine Beaches,Woodbine Beaches site 1,2008-06-29,
Woodbine Beaches,Woodbine Beaches site 2,2008-06-29,
Woodbine Beaches,Woodbine Beaches site 3,2008-06-29,
Woodbine Beaches,Woodbine Beaches site 4,2008-06-29,
Woodbine Beaches,Woodbine Beaches site 5,2008-06-29,
Woodbine Beaches,Woodbine Beaches site 1,2008-06-30,10
Woodbine Beaches,Woodbine Beaches site 2,2008-06-30,150
Woodbine Beaches,Woodbine Beaches site 3,2008-06-30,10
Woodbine Beaches,Woodbine Beaches site 4,2008-06-30,10
Woodbine Beaches,Woodbine Beaches site 5,2008-06-30,10
Woodbine Beaches,Woodbine Beaches site 1,2008-07-01,10
Woodbine Beaches,Woodbine Beaches site 2,2008-07-01,10
Woodbine Beaches,Woodbine Beaches site 3,2008-07-01,10
Woodbine Beaches,Woodbine Beaches site 4,2008-07-01,10
Woodbine Beaches,Woodbine Beaches site 5,2008-07-01,10
Woodbine Beaches,Woodbine Beaches site 1,2008-07-02,30
Woodbine Beaches,Woodbine Beaches site 2,2008-07-02,20
Woodbine Beaches,Woodbine Beaches site 3,2008-07-02,10
Woodbine Beaches,Woodbine Beaches site 4,2008-07-02,10
Woodbine Beaches,Woodbine Beaches site 5,2008-07-02,20
Woodbine Beaches,Woodbine Beaches site 1,2008-07-03,60
Woodbine Beaches,Woodbine Beaches site 2,2008-07-03,40
Woodbine Beaches,Woodbine Beaches site 3,2008-07-03,20
Woodbine Beaches,Woodbine Beaches site 4,2008-07-03,30
Woodbine Beaches,Woodbine Beaches site 5,2008-07-03,60
Woodbine Beaches,Woodbine Beaches site 1,2008-07-04,1620
Woodbine Beaches,Woodbine Beaches site 2,2008-07-04,70
Woodbine Beaches,Woodbine Beaches site 3,2008-07-04,40
Woodbine Beaches,Woodbine Beaches site 4,2008-07-04,380
Woodbine Beaches,Woodbine Beaches site 5,2008-07-04,30
Woodbine Beaches,Woodbine Beaches site 1,2008-07-05,180
Woodbine Beaches,Woodbine Beaches site 2,2008-07-05,200
Woodbine Beaches,Woodbine Beaches site 3,2008-07-05,60
Woodbine Beaches,Woodbine Beaches site 4,2008-07-05,50
Woodbine Beaches,Woodbine Beaches site 5,2008-07-05,80
Woodbine Beaches,Woodbine Beaches site 1,2008-07-06,290
Woodbine Beaches,Woodbine Beaches site 2,2008-07-06,330
Woodbine Beaches,Woodbine Beaches site 3,2008-07-06,60
Woodbine Beaches,Woodbine Beaches site 4,2008-07-06,90
Woodbine Beaches,Woodbine Beaches site 5,2008-07-06,80
Woodbine Beaches,Woodbine Beaches site 1,2008-07-07,
Woodbine Beaches,Woodbine Beaches site 2,2008-07-07,
Woodbine Beaches,Woodbine Beaches site 3,2008-07-07,
Woodbine Beaches,Woodbine Beaches site 4,2008-07-07,
Woodbine Beaches,Woodbine Beaches site 5,2008-07-07,
Woodbine Beaches,Woodbine Beaches site 1,2008-07-08,20
Woodbine Beaches,Woodbine Beaches site 2,2008-07-08,10
Woodbine Beaches,Woodbine Beaches site 3,2008-07-08,60
Woodbine Beaches,Woodbine Beaches site 4,2008-07-08,10
Woodbine Beaches,Woodbine Beaches site 5,2008-07-08,10
Woodbine Beaches,Woodbine Beaches site 1,2008-07-09,80
Woodbine Beaches,Woodbine Beaches site 2,2008-07-09,60
Woodbine Beaches,Woodbine Beaches site 3,2008-07-09,140
Woodbine Beaches,Woodbine Beaches site 4,2008-07-09,40
Woodbine Beaches,Woodbine Beaches site 5,2008-07-09,130
Woodbine Beaches,Woodbine Beaches site 1,2008-07-10,30
Woodbine Beaches,Woodbine Beaches site 2,2008-07-10,40
Woodbine Beaches,Woodbine Beaches site 3,2008-07-10,40
Woodbine Beaches,Woodbine Beaches site 4,2008-07-10,20
Woodbine Beaches,Woodbine Beaches site 5,2008-07-10,70
Woodbine Beaches,Woodbine Beaches site 1,2008-07-11,
Woodbine Beaches,Woodbine Beaches site 2,2008-07-11,
Woodbine Beaches,Woodbine Beaches site 3,2008-07-11,
Woodbine Beaches,Woodbine Beaches site 4,2008-07-11,
Woodbine Beaches,Woodbine Beaches site 5,2008-07-11,
Woodbine Beaches,Woodbine Beaches site 1,2008-07-12,10
Woodbine Beaches,Woodbine Beaches site 2,2008-07-12,10
Woodbine Beaches,Woodbine Beaches site 3,2008-07-12,50
Woodbine Beaches,Woodbine Beaches site 4,2008-07-12,10
Woodbine Beaches,Woodbine Beaches site 5,2008-07-12,70
